2014	10	13	4	0	46	116	37	37	37	36	36	37	36	36	35	37	36	37	37	36	37	36	38	38	39	34	37	35	37	35	36	36	36	35	37	37	37	37	36	37	37	37	37	38	38	39	38	37	36	37	37	40	36	38	38	38	37	38	36	38	39	38	39	37	38	36	39	38	40	37	37	38	38	38	39	38	35	38	39	37	38	38	38	38	40	38	37	38	38	39	38	39	39	38	39	39	38	40	38	38	39	38	38	37	39	39	37	38	38	38	39	40	38	39	37	38	39	39	39	39	39	40	39	37	39	40	39	40	38	39	38	39	38	38	38	39	39	38	39	38	39	39	40	38	39	38	39	39	39	40	37	40	37	40	39	39	38	39	39	39	38	36	38	37	41	38	39	37	38	38	38	39	37	38	37	37	39	37	36	38	38	38	39	37	37	38	37	37	37	38	36	39	38	38	36	37	38	38	39	35	37	35	38	37	38	37	36	36	36	37	36	37	38	38	38	37	38	37	40	35	37	36	37	37	37	38	35	38	34	37	36	37	37	35	36	36	37	34	36	38	36	39	35	37	37	37	38	37	37	36	36	36	37	35	37	35	37	37	36	35	35	35	38	36	38	37	37	38	35	38	35	39	38	37	36	36	37	39	39	35	36	39	37	40	34	39	37	40	37	36	35	36	39	37	42	35	39	34	40	37	38	36	36	38	38	39	34	37	36	38	38	38	35	38	38	39	39	36	38	37	39	40	36	37	39	39	39	38	37	37	40	37	41	35	40	36	40	38	38	36	37	38	40	39	36	40	36	40	38	38	37	38	39	39	39	35	39	36	40	37	37	36	38	38	40	39	35	39	39	38	38	37	37	36	37	39	40	37	38	40	39	42	36	40	37	42	38	39	36	38	40	40	41	35	39	39	40	40	38	37	39	39	39	39	36	38	41	39	41	36	39	38	39	39	39	37	37	40	38	41	36	40	36	40	39	38	37	37	40	38	41	34	39	36	41	38	41	36	37	38	39	39	34	38	34	38	36	38	36	37	37	36	40	36	37	37	38	39	34	37	37	38	37	38	36	36	40	37	40	34	38	36	39	37	37	35	36	37	39	38	36	36	40	37	40	35	36	37	37	38	39	36	36	40	37	40	34	39	34	39	37	37	36	36	36	39	38	34	37	35	38	38	35	36	36	38	38	39	-51.31	-93.87	649.401	-297.345	-4391.11	-5462.02	-41.87	-18.25-42.13	346.29	21.75	22.2	1.87	0.282673	4601	-26561.2	-8507	5	0.333333	11	2	6	0	0
2014	10	13	4	0	50	119	37	36	36	36	38	35	36	36	37	36	35	39	37	36	36	37	36	37	36	36	37	35	37	36	38	36	35	36	38	37	38	37	37	36	38	38	37	36	37	37	37	37	36	37	37	37	39	37	36	36	38	38	38	36	38	37	39	38	37	36	36	36	43	39	37	38	41	37	39	37	39	38	39	38	38	38	36	38	37	39	37	37	38	39	40	40	37	39	39	39	39	38	38	38	38	39	39	38	38	38	39	39	38	37	39	39	39	40	38	38	39	40	38	39	36	39	38	41	41	38	40	39	40	40	38	39	39	37	38	40	39	38	38	40	38	38	39	39	39	39	39	37	39	38	38	41	38	40	39	40	38	39	39	38	40	39	39	37	39	36	41	39	38	37	38	37	37	38	37	37	39	36	37	38	39	39	39	38	39	37	38	36	37	39	35	37	37	36	38	38	36	38	37	38	37	35	38	36	38	37	37	37	37	37	38	37	36	36	36	37	38	36	36	36	37	37	36	36	37	38	36	38	36	40	36	37	37	37	36	35	38	36	39	35	38	36	38	35	36	36	36	37	37	37	33	38	35	38	38	38	37	36	37	36	39	35	39	32	37	33	38	34	35	32	34	35	35	37	32	35	34	35	35	34	33	35	35	35	37	31	36	33	37	34	36	34	37	37	35	37	31	37	34	38	36	37	33	34	38	37	39	33	36	35	39	35	37	34	35	39	35	39	33	35	35	39	36	36	34	35	36	37	38	33	38	35	38	37	37	33	36	37	37	39	33	38	35	38	35	36	35	35	39	35	39	34	38	36	37	36	37	36	37	38	35	38	33	38	36	40	36	38	35	35	39	35	39	34	37	36	37	37	36	35	36	38	37	39	33	38	35	38	35	36	34	36	38	36	39	33	38	35	39	36	37	35	35	39	37	38	32	38	34	39	36	35	33	34	36	37	37	33	35	38	36	39	33	39	36	38	36	35	34	34	36	36	38	33	36	36	37	37	35	34	35	35	36	36	34	35	36	34	39	33	38	34	36	36	35	35	35	36	34	38	33	37	34	37	36	37	33	34	37	35	38	32	38	33	38	34	36	34	34	36	34	38	33	36	34	36	35	34	33	35	35	34	35	33	35	35	34	37	33	34	35	36	34	35	34	35	35	34	37	33	35	35	35	36	35	34	34	37	-51.07	-93.98	649.451	-307.205	-4413.5	-5443.57	-41.63	-18.37-41.95	346.14	21.75	22.2	1.86	0.281996	4537.5	-26563.9	-8306	5	0.333333	11	2	6	0	0
2014	10	13	4	0	54	122	35	37	39	38	38	37	38	38	37	39	37	36	37	38	39	39	38	37	38	37	38	38	36	37	37	39	40	37	36	36	39	38	39	35	38	37	38	38	38	36	40	40	38	38	38	39	37	39	39	38	37	38	38	37	40	38	37	36	39	38	38	37	41	37	38	41	36	38	38	39	39	38	38	38	38	37	38	38	38	37	39	35	36	36	38	38	38	37	35	38	36	37	38	38	37	36	38	38	38	36	39	37	37	38	38	36	37	37	38	39	36	35	38	37	39	36	37	37	38	37	37	37	37	37	37	37	36	36	37	38	37	37	36	37	38	36	38	36	37	36	38	36	37	36	35	37	38	37	34	36	35	36	36	37	35	37	37	37	37	35	38	34	38	34	37	36	37	35	35	37	36	36	35	37	36	35	36	37	35	36	37	35	36	34	37	37	36	36	35	36	38	35	35	36	36	34	37	35	35	35	36	37	36	37	36	36	35	38	34	36	33	37	36	36	35	35	35	35	36	33	34	34	35	35	35	34	34	34	34	33	33	36	35	33	36	32	34	33	35	34	35	33	35	36	34	35	33	35	34	34	35	35	32	33	33	34	37	34	37	31	36	33	35	35	34	32	33	36	34	38	31	36	32	36	34	34	32	34	37	34	36	31	33	33	35	34	35	33	34	34	35	35	32	35	32	34	34	34	33	34	34	34	35	33	32	33	33	36	35	33	33	37	34	37	31	33	34	35	36	34	31	33	34	33	37	32	37	33	36	35	35	32	32	37	33	35	30	35	33	36	34	35	33	32	35	35	36	29	35	32	36	34	35	33	33	36	34	37	31	35	32	36	34	34	32	34	33	34	35	30	35	33	34	33	33	32	33	33	34	33	30	34	33	34	33	31	31	32	32	34	34	31	34	32	33	33	32	34	32	33	33	35	31	32	31	34	34	32	31	33	34	34	34	31	32	35	33	36	31	35	32	35	34	34	31	33	36	33	35	30	34	32	36	34	33	32	32	35	32	35	30	34	32	35	34	34	31	33	34	34	34	31	33	31	35	33	33	30	33	33	32	34	29	33	31	33	33	31	31	32	34	33	33	30	31	35	33	36	28	34	30	34	32	31	30	32	32	33	34	29	32	31	33	33	30	30	32	32	32	32	30	30	33	31	34	29	33	32	34	32	32	30	-50.83	-94.09	649.501	-317.072	-4435.81	-5425.02	-41.4	-18.49-41.76	345.99	21.74	22.19	1.85	0.281322	4474.4	-26565.1	-8105	5	0.333333	11	2	6	0	0
2014	10	13	4	0	58	124	36	34	35	35	37	36	35	36	35	38	35	35	35	36	37	37	35	35	36	35	35	36	35	35	34	36	37	35	37	35	37	37	36	35	37	38	36	38	37	36	36	38	36	37	35	34	36	35	38	35	35	34	38	36	37	35	37	36	37	37	37	36	39	37	38	36	36	38	35	36	37	38	35	38	37	38	38	37	36	35	37	37	40	37	38	36	39	38	38	37	37	37	39	39	36	37	39	37	37	37	37	37	37	37	37	38	37	37	39	38	41	37	38	38	37	38	38	38	37	39	37	40	37	37	37	38	38	37	37	37	39	37	39	37	37	38	39	36	39	36	39	37	36	39	38	34	36	38	39	40	37	38	37	40	39	37	37	37	37	37	41	35	38	36	37	37	39	36	36	38	37	38	34	39	36	39	36	37	36	37	39	37	39	34	37	37	38	37	37	38	38	37	36	38	35	39	35	36	36	37	36	37	36	36	36	35	38	36	38	35	36	33	36	35	37	37	35	36	34	36	36	35	35	35	35	38	37	34	35	33	36	38	36	34	37	35	35	38	34	38	35	37	35	37	35	36	36	35	37	36	34	36	35	37	37	35	30	32	29	32	31	32	32	32	28	33	30	35	31	32	29	31	33	33	36	28	33	30	34	32	31	31	31	33	31	35	29	31	33	31	33	32	29	30	32	34	32	32	30	31	33	31	35	28	32	31	35	32	32	30	31	34	33	33	32	31	31	32	33	34	29	34	30	36	32	34	30	32	34	31	34	30	32	32	33	31	33	30	31	31	34	32	32	30	31	32	35	35	30	35	30	35	33	33	31	33	34	31	36	30	33	33	32	34	33	32	32	32	34	32	31	30	33	33	33	33	31	33	30	35	32	34	32	32	35	34	35	30	34	31	36	33	33	32	33	34	32	35	30	34	31	33	33	33	32	32	34	32	36	31	31	32	34	33	33	30	32	33	33	33	32	33	34	31	31	32	30	32	34	32	35	30	33	31	32	32	33	30	32	34	32	33	31	32	31	32	32	33	30	31	35	32	35	29	31	32	33	33	32	30	32	32	31	32	32	31	31	31	34	32	30	31	31	31	33	30	30	32	33	33	32	30	31	35	32	34	29	31	32	32	31	33	30	31	31	33	33	31	30	31	31	33	33	28	32	30	33	30	33	29	32	33	-50.59	-94.19	649.553	-326.947	-4458.03	-5406.37	-41.16	-18.61-41.58	345.84	21.74	22.18	1.84	0.280649	4411.4	-26565	-7904.1	5	0.333333	11	2	6	0	0
2014	10	13	4	1	2	127	40	36	38	39	39	37	38	39	37	39	39	37	39	36	39	38	40	38	38	39	37	39	37	37	38	38	39	37	37	37	38	37	39	38	37	40	38	40	39	36	39	39	39	39	40	37	38	39	39	38	36	40	37	37	38	40	37	38	39	37	39	36	40	38	37	37	39	37	39	39	37	37	35	39	37	36	37	37	38	38	37	37	39	37	36	36	37	37	36	35	36	37	35	39	34	38	37	37	37	38	37	36	35	36	38	34	37	35	38	38	37	35	37	36	36	37	35	37	35	38	37	37	35	36	36	36	38	36	38	37	36	36	37	36	37	34	36	38	35	37	35	35	37	36	36	39	36	37	38	37	38	37	37	37	36	37	34	37	35	38	36	36	36	36	35	36	35	37	36	36	36	35	35	37	36	37	37	35	36	34	36	37	34	35	35	35	37	36	34	34	35	35	37	36	36	36	35	35	34	33	32	35	35	35	34	35	35	36	35	35	35	34	34	34	35	34	35	35	34	35	35	33	33	36	32	35	34	35	33	35	36	35	33	33	34	35	34	32	34	34	33	34	34	35	34	35	34	37	33	35	32	34	34	35	33	33	34	33	36	28	33	29	35	32	32	30	30	34	32	34	31	31	32	32	34	33	30	33	31	35	32	32	30	32	34	34	35	29	34	30	35	33	33	30	32	34	32	33	30	33	31	33	32	32	31	31	34	33	33	30	31	33	32	32	33	29	31	32	32	36	29	32	32	34	33	33	30	30	33	33	34	29	33	31	35	32	33	29	30	34	32	34	29	34	31	33	31	32	30	31	33	32	32	29	31	31	32	32	31	30	30	34	31	32	31	32	33	31	34	31	30	31	33	32	33	29	31	32	32	31	32	30	31	31	31	32	29	29	32	31	31	32	29	32	30	34	30	31	30	29	30	32	32	29	31	29	32	32	29	29	31	31	31	33	28	32	30	33	31	31	29	29	33	32	34	28	32	30	34	30	31	30	30	34	31	33	26	32	29	33	31	32	28	30	32	31	32	28	32	28	34	30	31	28	29	33	30	33	26	31	27	34	30	29	28	29	31	30	32	26	31	30	31	29	30	29	32	30	33	31	28	31	30	29	31	29	30	30	32	30	31	29	29	31	29	32	28	32	29	30	31	31	28	29	32	30	31	29	31	31	30	31	-50.35	-94.3	649.607	-336.828	-4480.16	-5387.62	-40.93	-18.72-41.39	345.69	21.73	22.18	1.83	0.279978	4348.8	-26563.5	-7703.3	5	0.333333	11	2	6	0	0
2014	10	13	4	1	7	127	36	34	36	37	35	38	36	37	37	36	38	35	35	36	35	36	37	35	34	37	38	36	38	36	36	37	38	37	37	35	37	35	37	37	36	34	37	37	37	38	37	38	35	35	37	37	36	35	37	37	37	38	36	38	36	39	39	37	36	36	36	38	40	36	36	38	37	39	35	37	36	40	37	37	37	38	38	37	37	37	35	38	37	41	39	38	40	38	40	37	38	36	36	38	37	38	36	38	38	39	38	38	37	37	35	39	38	38	36	36	37	39	41	37	37	38	37	39	38	36	36	39	37	37	37	38	37	37	38	37	37	37	37	37	38	37	37	37	38	36	37	37	36	37	36	39	35	37	38	39	37	35	37	36	37	38	38	37	37	35	38	36	36	35	36	36	36	37	34	37	35	38	36	36	38	36	37	35	35	35	37	34	38	36	38	35	35	37	37	38	35	37	35	36	36	36	35	36	37	35	38	36	36	34	37	37	37	34	35	37	36	37	35	35	36	36	35	35	36	36	36	36	39	34	36	35	36	36	36	35	34	34	36	36	35	34	33	35	36	37	34	37	34	36	34	35	35	35	36	35	38	33	36	35	36	37	31	32	30	31	29	30	31	32	31	33	29	31	32	31	34	28	33	31	32	32	32	30	31	30	34	31	34	29	32	34	31	35	28	34	31	32	34	34	30	32	31	33	31	31	29	31	33	31	34	28	32	30	34	32	32	31	32	32	32	33	29	29	32	32	33	34	27	33	30	35	33	31	31	32	33	30	33	30	32	31	34	32	33	32	31	35	32	35	30	31	31	31	33	32	30	32	32	34	32	31	30	31	33	32	35	28	32	31	34	33	33	30	31	31	34	33	31	31	32	31	32	32	28	32	31	32	31	30	29	31	32	32	34	26	31	29	34	31	30	30	32	32	31	33	29	31	31	33	32	30	31	31	32	32	32	28	31	31	32	32	30	29	31	30	30	33	27	32	32	33	31	31	29	32	32	31	32	28	32	30	32	31	31	28	31	30	31	32	30	30	32	31	32	28	30	31	33	31	31	29	31	31	32	30	30	29	30	31	31	31	29	31	32	31	33	30	29	30	30	31	34	26	33	29	33	30	33	29	31	33	30	32	29	32	31	31	31	31	29	31	31	30	32	29	31	30	30	32	32	27	30	31	32	32	29	30	-50.05	-94.43	649.676	-349.189	-4507.7	-5364.04	-40.64	-18.87-41.16	345.51	21.72	22.17	1.82	0.279142	4270.9	-26559.8	-7452.4	5	0.333333	11	2	6	0	0
2014	10	13	4	1	11	128	39	34	37	35	38	37	35	35	35	36	37	38	36	35	33	36	37	38	33	36	34	36	36	35	35	34	37	36	35	35	36	35	36	36	36	35	36	36	37	37	36	35	35	37	35	35	35	36	35	35	36	37	37	37	36	38	36	36	34	35	35	35	40	35	36	37	37	37	38	36	35	35	38	36	37	37	36	36	36	40	35	37	36	39	38	37	37	36	36	36	38	36	36	35	37	35	38	35	32	35	36	38	33	35	35	36	37	36	34	35	36	36	37	34	36	35	36	37	37	35	36	36	34	36	35	36	34	34	37	36	35	34	35	34	36	35	34	35	35	34	36	35	36	34	36	35	33	32	36	34	35	35	33	36	33	36	36	37	32	33	33	34	35	35	33	36	36	34	36	35	36	35	35	35	33	32	34	33	34	36	31	34	33	34	34	36	32	36	34	33	35	34	35	35	37	34	35	33	34	34	35	33	35	32	33	35	33	35	34	33	33	34	34	34	34	33	32	36	33	35	34	32	34	33	34	33	36	32	35	33	33	34	32	34	33	35	32	34	32	33	35	33	33	31	34	32	34	32	33	32	32	32	32	31	34	33	30	33	30	31	30	30	30	31	30	32	28	32	29	33	31	32	29	30	33	30	32	31	29	30	32	31	34	27	32	30	33	32	32	31	31	34	31	33	29	30	31	32	32	32	27	31	31	32	31	31	29	31	32	32	34	28	33	30	33	33	31	28	30	31	31	30	30	29	32	31	32	34	28	33	30	35	31	33	29	31	33	31	32	30	28	32	32	32	33	27	30	29	30	31	30	28	31	31	32	32	30	31	30	32	32	29	29	31	31	31	31	28	30	30	31	32	29	29	30	30	31	31	28	30	30	32	30	31	27	30	32	29	32	27	33	29	32	30	29	30	29	32	30	32	28	32	30	30	31	31	28	31	29	32	30	30	28	30	32	31	32	26	32	29	31	30	30	29	30	30	30	31	28	28	31	29	30	33	26	31	28	33	30	29	27	31	31	29	33	26	33	31	31	31	30	29	30	29	31	29	32	27	29	30	31	33	27	32	28	32	29	31	29	28	31	29	33	28	29	28	30	30	30	28	28	30	31	30	29	28	29	29	30	32	25	31	27	30	28	30	27	31	31	31	30	26	30	30	31	29	30	28	30	31	29	33	-49.8	-94.53	649.733	-359.085	-4529.64	-5345.07	-40.4	-18.98-40.97	345.36	21.72	22.16	1.8	0.278475	4209.1	-26555.3	-7251.7	5	0.333333	11	2	6	0	0
2014	10	13	4	1	15	130	39	37	36	36	36	38	36	38	38	34	37	37	39	37	39	36	37	37	36	37	38	39	38	35	39	37	37	37	37	37	38	37	36	34	36	36	39	36	37	36	36	35	37	38	37	38	37	39	35	36	34	36	37	36	35	36	39	38	39	34	36	35	40	35	34	35	35	38	35	38	36	37	36	39	35	37	34	34	38	35	38	33	35	34	36	36	34	35	35	35	33	37	36	37	36	35	37	35	33	34	32	36	34	37	34	35	37	36	37	34	36	35	37	36	34	35	36	37	35	37	36	37	34	36	36	34	35	35	37	34	33	35	36	34	34	35	34	34	35	35	35	33	35	33	34	35	35	37	34	38	34	36	35	36	33	32	34	34	37	33	34	34	33	35	37	34	36	35	34	34	33	35	34	34	35	34	32	34	35	33	36	32	34	34	34	34	35	32	34	32	34	35	33	34	34	32	33	35	33	34	33	35	32	34	33	32	33	32	34	32	34	32	34	35	33	31	32	34	33	34	32	33	33	33	33	31	31	33	34	34	34	34	34	32	34	32	33	33	31	35	31	34	33	31	33	32	33	31	32	31	33	32	34	32	33	31	33	26	31	28	34	30	31	29	30	32	31	32	29	32	31	32	31	31	28	31	29	33	30	33	28	30	32	31	35	27	33	30	31	31	31	30	30	32	31	31	30	28	31	30	31	33	27	33	29	33	30	31	30	30	30	31	30	28	30	29	32	31	30	28	30	31	31	31	29	30	30	30	30	29	28	30	30	31	32	26	31	28	34	30	30	29	31	32	30	33	28	32	29	33	31	31	30	30	32	30	32	27	31	30	32	31	31	28	29	30	30	31	28	29	27	30	31	30	27	31	30	32	29	30	27	29	31	31	32	26	31	28	32	29	30	28	29	33	31	33	26	32	29	31	30	31	28	29	31	31	30	28	28	29	29	30	30	26	30	28	31	30	30	28	30	31	30	31	26	31	28	32	30	31	28	28	29	30	32	26	31	28	32	30	29	26	30	30	30	32	25	31	28	31	30	28	28	30	30	30	32	26	33	28	33	29	30	27	28	32	30	32	26	30	27	31	28	30	27	28	30	30	32	25	31	28	29	29	30	27	27	31	28	29	28	28	28	28	29	30	26	29	29	29	30	28	27	30	30	30	30	28	30	27	30	28	-49.56	-94.63	649.791	-368.987	-4551.48	-5325.99	-40.17	-19.1-40.79	345.21	21.71	22.15	1.79	0.277811	4147.5	-26549.4	-7051.1	5	0.333333	11	2	6	0	0
2014	10	13	4	1	19	132	34	34	37	35	36	35	36	34	36	36	36	34	36	36	35	36	36	34	38	38	35	36	35	34	36	36	38	37	35	36	36	37	35	38	36	34	35	37	38	37	36	35	35	38	36	37	36	38	35	37	37	36	38	35	35	35	37	36	35	37	35	39	41	35	38	38	39	39	38	37	37	36	38	37	39	35	34	37	37	36	38	37	37	39	37	38	36	37	37	36	38	39	36	39	35	38	37	38	37	37	37	36	37	38	36	36	37	36	36	35	37	36	40	39	38	37	39	36	38	36	37	38	37	38	39	38	36	36	35	40	39	41	34	38	38	37	37	39	37	38	35	37	37	38	38	35	38	38	39	35	39	38	38	37	38	37	37	38	38	37	37	35	36	37	37	39	34	38	36	37	37	39	37	40	36	38	40	36	38	36	38	38	36	39	38	38	35	39	40	40	38	38	37	39	37	36	36	38	37	40	37	38	37	38	38	40	37	41	36	39	36	37	36	38	38	36	38	38	37	36	36	37	41	39	39	36	39	40	37	37	36	37	37	37	37	38	37	39	39	39	37	38	37	38	37	39	38	36	39	36	38	35	36	36	38	36	31	31	33	28	32	30	32	31	32	29	33	29	35	31	32	31	30	33	33	32	31	29	31	32	32	35	28	34	32	31	31	33	28	34	29	33	32	33	29	31	30	35	29	33	29	30	33	31	33	31	28	33	31	33	34	28	32	30	35	33	34	30	31	31	34	31	31	29	31	34	31	33	32	30	32	31	31	36	29	33	31	32	31	32	29	32	28	35	32	33	30	31	33	32	34	29	32	32	31	32	35	29	33	30	36	32	34	30	31	31	32	31	32	31	32	32	31	33	30	30	31	31	33	34	29	33	31	34	33	33	30	31	31	33	33	32	29	32	32	32	35	28	32	32	35	32	33	30	32	32	32	32	34	31	32	34	30	34	30	31	32	32	33	34	28	33	30	33	32	32	29	31	34	32	34	30	30	33	32	32	35	28	33	30	35	31	33	30	32	33	32	34	32	30	31	32	33	33	30	33	29	35	32	33	32	31	32	31	32	30	29	32	32	34	35	28	32	30	34	32	32	31	31	32	30	33	31	31	31	31	32	34	28	33	30	34	31	33	31	31	32	32	34	32	30	31	31	31	32	29	31	31	32	30	31	30	-49.32	-94.74	649.85	-378.896	-4573.24	-5306.82	-39.93	-19.21-40.61	345.07	21.71	22.15	1.78	0.277148	4086.1	-26542.2	-6850.6	5	0.333333	11	2	6	0	0
2014	10	13	4	1	23	132	36	34	38	37	36	36	34	36	36	35	36	37	35	33	35	37	37	36	33	37	36	36	35	36	37	35	36	36	37	37	37	34	35	36	35	38	38	34	37	38	37	36	36	36	37	36	37	39	35	37	36	37	38	37	37	36	37	38	39	35	37	37	41	38	39	36	37	38	39	37	37	36	37	40	38	41	37	37	38	36	36	37	35	38	38	35	38	39	35	38	37	39	37	38	37	38	37	38	37	39	36	36	38	39	39	37	35	38	39	39	39	38	39	36	38	36	40	36	39	37	37	39	38	36	39	37	38	38	38	36	38	38	41	39	39	37	37	39	40	40	37	39	37	38	40	38	38	37	38	38	38	37	39	37	37	38	39	38	36	36	39	37	38	36	39	36	36	39	38	36	37	39	38	37	36	36	37	37	38	40	36	38	35	37	38	37	36	37	36	37	37	38	37	36	37	37	38	36	36	35	36	37	37	37	36	36	36	36	36	36	36	35	37	37	36	37	34	38	35	36	37	35	39	36	39	35	35	35	38	35	35	36	35	35	37	37	37	35	35	37	35	36	36	35	36	34	36	37	35	37	34	37	38	35	35	35	30	30	31	31	26	33	29	34	32	32	30	30	33	30	31	30	27	31	34	30	33	30	29	31	32	31	33	28	31	30	30	33	34	28	31	30	30	30	33	27	32	31	32	31	32	30	32	29	34	32	33	29	31	30	33	31	32	30	30	34	31	32	31	29	31	32	31	33	29	32	31	32	32	34	28	33	29	36	32	33	31	31	32	33	32	32	28	31	34	31	33	34	29	32	34	31	35	30	31	32	31	33	35	28	33	30	33	34	33	29	33	30	35	32	32	30	31	30	34	32	32	30	32	33	30	33	33	29	33	34	34	34	31	31	31	31	32	34	28	34	31	32	33	33	29	33	29	35	32	34	30	32	34	32	33	30	32	33	32	32	33	28	31	30	34	31	32	28	31	32	32	32	29	34	31	32	33	31	29	31	31	32	31	31	30	32	32	31	34	27	33	32	33	32	31	29	32	30	32	31	32	27	29	32	31	34	27	31	30	35	31	32	32	31	34	30	33	29	31	29	32	31	32	28	30	29	33	31	32	30	31	33	29	33	29	30	30	31	32	34	27	33	29	34	32	31	29	30	30	33	31	31	28	33	32	31	-49.08	-94.84	649.912	-388.81	-4594.91	-5287.55	-39.7	-19.32-40.42	344.92	21.7	22.14	1.77	0.276488	4025.1	-26533.6	-6650.1	5	0.333333	11	2	6	0	0
